timestamp,upstream_level,downstream_level,gate_opening,flow,is_injected_anomaly,anomaly_note,data_origin
2026-08-02 11:00:00,8.324,5.187,34.22,91.559,False,,synthetic
2026-08-02 12:00:00,8.266,5.172,48.09,104.393,False,,synthetic
2026-08-02 13:00:00,8.245,5.162,48.96,105.36,False,,synthetic
2026-08-02 14:00:00,8.249,5.153,48.94,104.718,False,,synthetic
2026-08-02 15:00:00,8.188,5.117,48.77,104.923,False,,synthetic
2026-08-02 16:00:00,8.178,5.072,49.45,103.383,False,,synthetic
2026-08-02 17:00:00,8.157,5.04,48.63,104.446,False,,synthetic
2026-08-02 18:00:00,8.136,5.046,48.01,106.186,False,,synthetic
2026-08-02 19:00:00,8.105,5.027,47.13,104.304,False,,synthetic
2026-08-02 20:00:00,8.181,4.995,47.21,106.072,False,,synthetic
2026-08-02 21:00:00,8.164,5.013,47.18,106.793,False,,synthetic
2026-08-02 22:00:00,8.19,5.012,46.96,104.59,False,,synthetic
2026-08-02 23:00:00,8.223,4.999,47.54,107.534,False,,synthetic
2026-08-03 00:00:00,8.264,5.056,47.88,107.751,False,,synthetic
2026-08-03 01:00:00,8.325,5.054,48.66,108.138,False,,synthetic
2026-08-03 02:00:00,8.37,5.07,48.7,108.205,False,,synthetic
2026-08-03 03:00:00,8.378,5.115,48.79,106.724,False,,synthetic
2026-08-03 04:00:00,8.407,5.119,49.42,110.621,False,,synthetic
2026-08-03 05:00:00,8.431,5.16,48.44,108.129,False,,synthetic
2026-08-03 06:00:00,8.434,5.183,48.03,108.375,False,,synthetic
2026-08-03 07:00:00,9.625,5.188,47.65,105.123,True,预设上游水位高值异常,synthetic
2026-08-03 08:00:00,8.4,5.199,47.1,107.966,False,,synthetic
2026-08-03 09:00:00,8.382,5.19,46.84,104.726,False,,synthetic
2026-08-03 10:00:00,8.321,5.214,46.85,105.971,False,,synthetic
2026-08-03 11:00:00,8.321,5.189,46.69,102.572,False,,synthetic
2026-08-03 12:00:00,8.271,5.165,47.78,103.783,False,,synthetic
2026-08-03 13:00:00,8.242,5.157,48.72,104.012,False,,synthetic
2026-08-03 14:00:00,8.203,5.122,48.73,103.366,False,,synthetic
2026-08-03 15:00:00,8.137,5.111,48.55,105.306,False,,synthetic
2026-08-03 16:00:00,8.159,5.082,48.95,107.098,False,,synthetic
2026-08-03 17:00:00,8.14,5.053,48.17,105.967,False,,synthetic
2026-08-03 18:00:00,8.126,5.035,48.19,104.753,False,,synthetic
2026-08-03 19:00:00,8.106,5.025,47.0,103.663,False,,synthetic
2026-08-03 20:00:00,8.138,5.001,47.33,104.539,False,,synthetic
2026-08-03 21:00:00,8.151,4.969,46.9,106.872,False,,synthetic
2026-08-03 22:00:00,8.205,5.0,47.33,106.976,False,,synthetic
2026-08-03 23:00:00,8.217,4.989,47.25,106.851,False,,synthetic
2026-08-04 00:00:00,8.242,5.009,32.14,91.149,False,,synthetic
2026-08-04 01:00:00,8.289,5.047,32.29,90.785,False,,synthetic
2026-08-04 02:00:00,8.33,5.087,32.96,92.591,False,,synthetic
2026-08-04 03:00:00,8.386,5.087,33.19,92.335,False,,synthetic
2026-08-04 04:00:00,8.381,5.137,33.14,93.356,False,,synthetic
2026-08-04 05:00:00,8.412,5.169,32.78,92.335,False,,synthetic
2026-08-04 06:00:00,8.437,5.176,32.27,92.917,False,,synthetic
2026-08-04 07:00:00,8.406,5.177,31.23,92.478,False,,synthetic
2026-08-04 08:00:00,8.398,5.19,31.49,91.29,False,,synthetic
2026-08-04 09:00:00,8.422,5.186,31.2,90.642,False,,synthetic
2026-08-04 10:00:00,8.346,5.174,31.23,87.785,False,,synthetic
2026-08-04 11:00:00,8.316,5.18,31.58,91.167,False,,synthetic
2026-08-04 12:00:00,8.253,5.118,31.84,90.758,False,,synthetic
2026-08-04 13:00:00,8.202,5.133,32.49,90.733,False,,synthetic
2026-08-04 14:00:00,8.136,5.132,33.21,88.427,False,,synthetic
2026-08-04 15:00:00,8.149,5.089,33.56,88.922,False,,synthetic
2026-08-04 16:00:00,8.104,5.088,33.09,88.906,False,,synthetic
2026-08-04 17:00:00,8.116,5.053,32.99,90.306,False,,synthetic
2026-08-04 18:00:00,8.102,5.021,31.83,89.145,False,,synthetic
2026-08-04 19:00:00,8.079,5.022,31.77,88.804,False,,synthetic
2026-08-04 20:00:00,8.081,5.026,30.75,86.155,False,,synthetic
2026-08-04 21:00:00,8.105,5.002,30.76,87.18,False,,synthetic
2026-08-04 22:00:00,8.146,5.05,30.79,88.369,False,,synthetic
2026-08-04 23:00:00,8.189,5.05,31.32,89.861,False,,synthetic
2026-08-05 00:00:00,8.239,5.036,32.12,93.349,False,,synthetic
2026-08-05 01:00:00,8.255,5.066,32.25,93.482,False,,synthetic
2026-08-05 02:00:00,8.284,5.08,32.3,91.462,False,,synthetic
2026-08-05 03:00:00,8.363,5.11,32.96,94.712,False,,synthetic
2026-08-05 04:00:00,8.353,5.155,33.09,90.119,False,,synthetic
2026-08-05 05:00:00,8.393,5.148,32.32,155.713,True,预设流量高值异常,synthetic
2026-08-05 06:00:00,8.402,5.188,31.91,91.822,False,,synthetic
2026-08-05 07:00:00,8.394,5.174,31.74,91.78,False,,synthetic
2026-08-05 08:00:00,8.393,5.194,31.09,89.934,False,,synthetic
2026-08-05 09:00:00,8.336,5.193,31.11,87.907,False,,synthetic
2026-08-05 10:00:00,8.304,5.194,30.91,89.855,False,,synthetic
2026-08-05 11:00:00,8.259,5.186,31.38,85.953,False,,synthetic
2026-08-05 12:00:00,8.252,5.128,31.93,90.764,False,,synthetic
2026-08-05 13:00:00,8.18,5.152,32.48,88.664,False,,synthetic
2026-08-05 14:00:00,8.161,5.146,32.97,86.014,False,,synthetic
2026-08-05 15:00:00,8.093,5.105,33.32,87.593,False,,synthetic
2026-08-05 16:00:00,8.096,5.048,33.14,91.808,False,,synthetic
2026-08-05 17:00:00,8.066,5.028,31.94,86.378,False,,synthetic
2026-08-05 18:00:00,8.094,5.017,32.32,87.957,False,,synthetic
2026-08-05 19:00:00,8.064,5.007,31.59,88.634,False,,synthetic
2026-08-05 20:00:00,8.094,5.03,30.73,86.609,False,,synthetic
2026-08-05 21:00:00,8.102,4.981,30.73,88.498,False,,synthetic
2026-08-05 22:00:00,8.111,5.002,31.16,88.789,False,,synthetic
2026-08-05 23:00:00,8.135,5.009,31.25,87.804,False,,synthetic
2026-08-06 00:00:00,8.199,5.028,31.53,90.518,False,,synthetic
2026-08-06 01:00:00,8.253,5.066,32.21,89.828,False,,synthetic
2026-08-06 02:00:00,8.309,5.065,32.8,91.722,False,,synthetic
2026-08-06 03:00:00,8.303,5.092,32.95,93.497,False,,synthetic
2026-08-06 04:00:00,8.337,5.129,32.99,90.91,False,,synthetic
2026-08-06 05:00:00,8.363,5.163,32.64,93.044,False,,synthetic
2026-08-06 06:00:00,8.413,5.128,32.32,91.859,False,,synthetic
2026-08-06 07:00:00,8.357,5.168,31.75,89.001,False,,synthetic
2026-08-06 08:00:00,8.352,5.161,30.9,89.802,False,,synthetic
2026-08-06 09:00:00,8.363,5.208,31.14,88.298,False,,synthetic
2026-08-06 10:00:00,8.288,5.196,31.21,87.111,False,,synthetic
2026-08-06 11:00:00,8.271,5.167,31.38,89.566,False,,synthetic
2026-08-06 12:00:00,8.203,5.154,31.87,87.047,False,,synthetic
2026-08-06 13:00:00,8.197,5.147,32.54,87.66,False,,synthetic
2026-08-06 14:00:00,8.151,5.143,33.21,88.609,False,,synthetic
2026-08-06 15:00:00,8.123,5.12,33.05,89.151,False,,synthetic
2026-08-06 16:00:00,8.092,5.083,32.73,87.454,False,,synthetic
2026-08-06 17:00:00,8.052,5.06,32.37,87.199,False,,synthetic
2026-08-06 18:00:00,8.054,5.044,32.07,87.907,False,,synthetic
2026-08-06 19:00:00,8.08,5.007,31.33,88.365,False,,synthetic
2026-08-06 20:00:00,8.089,5.012,31.34,88.839,False,,synthetic
2026-08-06 21:00:00,8.066,5.009,31.04,87.451,False,,synthetic
2026-08-06 22:00:00,8.111,5.022,31.23,88.428,False,,synthetic
2026-08-06 23:00:00,8.177,5.02,31.17,88.237,False,,synthetic
2026-08-07 00:00:00,8.229,5.019,57.96,117.297,False,,synthetic
2026-08-07 01:00:00,8.245,5.066,58.79,116.988,False,,synthetic
2026-08-07 02:00:00,8.294,5.093,58.82,116.286,False,,synthetic
2026-08-07 03:00:00,8.282,5.099,59.19,115.018,False,,synthetic
2026-08-07 04:00:00,8.379,4.372,59.11,117.472,True,预设下游水位低值异常,synthetic
2026-08-07 05:00:00,8.376,5.132,58.49,118.111,False,,synthetic
2026-08-07 06:00:00,8.377,5.164,57.85,114.521,False,,synthetic
2026-08-07 07:00:00,8.396,5.188,57.5,116.641,False,,synthetic
2026-08-07 08:00:00,8.374,5.202,57.1,113.613,False,,synthetic
2026-08-07 09:00:00,8.29,5.2,56.72,113.262,False,,synthetic
2026-08-07 10:00:00,8.323,5.181,56.95,112.836,False,,synthetic
2026-08-07 11:00:00,8.265,5.198,57.49,112.508,False,,synthetic
2026-08-07 12:00:00,8.197,5.177,57.76,111.867,False,,synthetic
2026-08-07 13:00:00,8.189,5.118,58.25,112.979,False,,synthetic
2026-08-07 14:00:00,8.159,5.122,58.57,116.388,False,,synthetic
2026-08-07 15:00:00,8.131,5.079,58.97,112.501,False,,synthetic
2026-08-07 16:00:00,8.119,5.089,58.81,115.036,False,,synthetic
2026-08-07 17:00:00,8.093,5.075,58.6,110.53,False,,synthetic
2026-08-07 18:00:00,8.086,5.025,57.64,114.612,False,,synthetic
2026-08-07 19:00:00,8.098,5.03,57.25,112.49,False,,synthetic
2026-08-07 20:00:00,8.118,5.002,56.88,113.874,False,,synthetic
2026-08-07 21:00:00,8.159,5.033,57.29,113.921,False,,synthetic
2026-08-07 22:00:00,8.171,5.007,56.99,114.9,False,,synthetic
2026-08-07 23:00:00,8.221,5.048,57.49,113.478,False,,synthetic
2026-08-08 00:00:00,8.254,5.042,58.05,113.807,False,,synthetic
2026-08-08 01:00:00,8.319,5.031,58.65,120.511,False,,synthetic
2026-08-08 02:00:00,8.345,5.07,58.63,116.827,False,,synthetic
2026-08-08 03:00:00,8.383,5.093,58.96,118.327,False,,synthetic
2026-08-08 04:00:00,8.408,5.152,58.7,116.564,False,,synthetic
2026-08-08 05:00:00,8.4,5.154,58.51,118.68,False,,synthetic
2026-08-08 06:00:00,8.402,5.167,57.42,116.29,False,,synthetic
2026-08-08 07:00:00,8.431,5.167,57.75,116.243,False,,synthetic
2026-08-08 08:00:00,8.358,5.164,56.7,115.609,False,,synthetic
2026-08-08 09:00:00,8.375,5.186,56.98,115.379,False,,synthetic
2026-08-08 10:00:00,8.37,5.182,57.45,112.764,False,,synthetic
2026-08-08 11:00:00,8.279,5.185,57.57,112.902,False,,synthetic
2026-08-08 12:00:00,8.269,5.129,57.73,112.603,False,,synthetic
2026-08-08 13:00:00,8.216,5.161,58.57,113.224,False,,synthetic
2026-08-08 14:00:00,8.21,5.119,58.71,114.608,False,,synthetic
2026-08-08 15:00:00,8.129,5.101,58.92,113.87,False,,synthetic
2026-08-08 16:00:00,8.125,5.107,59.34,113.873,False,,synthetic
2026-08-08 17:00:00,8.108,5.038,57.99,113.956,False,,synthetic
2026-08-08 18:00:00,8.105,5.051,58.3,116.358,False,,synthetic
2026-08-08 19:00:00,8.141,5.042,56.91,114.545,False,,synthetic
2026-08-08 20:00:00,8.138,5.011,56.89,113.885,False,,synthetic
2026-08-08 21:00:00,8.158,5.002,57.03,116.093,False,,synthetic
2026-08-08 22:00:00,8.21,5.003,56.94,115.871,False,,synthetic
2026-08-08 23:00:00,8.255,5.052,57.39,116.7,False,,synthetic
2026-08-09 00:00:00,8.289,5.03,58.04,115.825,False,,synthetic
2026-08-09 01:00:00,8.331,5.077,59.19,116.912,False,,synthetic
2026-08-09 02:00:00,8.358,5.112,59.5,119.738,False,,synthetic
2026-08-09 03:00:00,8.397,5.087,59.01,118.554,False,,synthetic
2026-08-09 04:00:00,8.433,5.101,58.67,117.927,False,,synthetic
2026-08-09 05:00:00,8.445,5.158,58.51,120.764,False,,synthetic
2026-08-09 06:00:00,8.473,5.174,57.73,117.658,False,,synthetic
2026-08-09 07:00:00,8.437,5.179,57.32,116.721,False,,synthetic
2026-08-09 08:00:00,8.467,5.19,57.05,115.014,False,,synthetic
2026-08-09 09:00:00,8.398,5.21,57.12,113.299,False,,synthetic
2026-08-09 10:00:00,8.36,5.18,57.16,115.387,False,,synthetic
2026-08-09 11:00:00,8.329,5.172,57.7,113.221,False,,synthetic
2026-08-09 12:00:00,8.3,5.142,58.35,114.281,False,,synthetic
2026-08-09 13:00:00,8.24,5.135,58.59,116.647,False,,synthetic
2026-08-09 14:00:00,8.249,5.093,59.48,118.774,False,,synthetic
2026-08-09 15:00:00,8.191,5.124,59.14,113.95,False,,synthetic
2026-08-09 16:00:00,8.175,5.086,58.77,114.725,False,,synthetic
2026-08-09 17:00:00,8.146,5.048,58.59,113.688,False,,synthetic
2026-08-09 18:00:00,8.126,5.027,57.73,114.775,False,,synthetic
2026-08-09 19:00:00,8.108,5.004,57.27,113.145,False,,synthetic
2026-08-09 20:00:00,8.169,5.008,57.06,112.562,False,,synthetic
2026-08-09 21:00:00,8.197,5.005,56.34,112.565,False,,synthetic
2026-08-09 22:00:00,8.2,4.989,57.49,115.634,False,,synthetic
2026-08-09 23:00:00,8.25,5.023,57.24,117.029,False,,synthetic
2026-08-10 00:00:00,8.306,5.049,41.77,101.778,False,,synthetic
2026-08-10 01:00:00,8.321,5.044,42.07,99.434,False,,synthetic
2026-08-10 02:00:00,8.386,5.075,42.96,104.392,False,,synthetic
2026-08-10 03:00:00,8.413,5.107,42.86,103.259,False,,synthetic
2026-08-10 04:00:00,8.423,5.117,43.06,102.556,False,,synthetic
2026-08-10 05:00:00,8.457,5.149,42.44,103.271,False,,synthetic
2026-08-10 06:00:00,8.442,5.159,41.91,100.915,False,,synthetic
2026-08-10 07:00:00,8.415,5.165,41.21,102.336,False,,synthetic
2026-08-10 08:00:00,8.402,5.183,40.67,101.564,False,,synthetic
2026-08-10 09:00:00,8.423,5.196,40.77,100.144,False,,synthetic
2026-08-10 10:00:00,8.358,5.198,40.96,99.819,False,,synthetic
2026-08-10 11:00:00,8.339,5.166,41.25,99.128,False,,synthetic
2026-08-10 12:00:00,8.328,5.168,41.93,100.727,False,,synthetic
2026-08-10 13:00:00,8.238,5.155,42.87,98.806,False,,synthetic
2026-08-10 14:00:00,8.207,5.121,43.39,101.871,False,,synthetic
2026-08-10 15:00:00,8.197,5.086,43.07,101.255,False,,synthetic
2026-08-10 16:00:00,8.151,5.073,43.08,98.677,False,,synthetic
2026-08-10 17:00:00,8.136,5.04,42.54,97.718,False,,synthetic
2026-08-10 18:00:00,8.123,5.033,42.17,98.433,False,,synthetic
2026-08-10 19:00:00,8.088,5.033,41.45,97.047,False,,synthetic
2026-08-10 20:00:00,8.119,5.006,40.83,97.051,False,,synthetic
2026-08-10 21:00:00,8.159,5.007,40.45,99.668,False,,synthetic
2026-08-10 22:00:00,8.186,5.026,41.22,101.359,False,,synthetic
2026-08-10 23:00:00,8.219,5.014,41.82,99.198,False,,synthetic
2026-08-11 00:00:00,8.27,5.053,41.88,101.902,False,,synthetic
2026-08-11 01:00:00,8.301,5.064,42.48,99.921,False,,synthetic
2026-08-11 02:00:00,8.36,5.046,42.72,102.452,False,,synthetic
2026-08-11 03:00:00,8.381,5.098,43.14,104.164,False,,synthetic
2026-08-11 04:00:00,8.393,5.142,43.1,102.796,False,,synthetic
2026-08-11 05:00:00,8.437,5.179,42.25,101.18,False,,synthetic
2026-08-11 06:00:00,8.42,5.151,41.8,102.67,False,,synthetic
2026-08-11 07:00:00,8.446,5.184,41.65,101.964,False,,synthetic
2026-08-11 08:00:00,8.412,5.201,41.55,98.702,False,,synthetic
2026-08-11 09:00:00,8.327,5.199,40.79,98.529,False,,synthetic
2026-08-11 10:00:00,8.351,5.228,41.72,100.072,False,,synthetic
2026-08-11 11:00:00,8.274,5.156,41.56,98.908,False,,synthetic
2026-08-11 12:00:00,8.245,5.195,41.97,98.964,False,,synthetic
2026-08-11 13:00:00,8.173,5.165,41.95,95.582,False,,synthetic
2026-08-11 14:00:00,8.186,5.108,43.08,99.684,False,,synthetic
2026-08-11 15:00:00,8.121,5.104,43.01,99.363,False,,synthetic
2026-08-11 16:00:00,8.099,5.065,42.86,99.624,False,,synthetic
2026-08-11 17:00:00,8.07,5.057,42.78,98.081,False,,synthetic
2026-08-11 18:00:00,8.079,5.066,41.93,98.021,False,,synthetic
2026-08-11 19:00:00,8.068,5.045,41.16,93.803,False,,synthetic
2026-08-11 20:00:00,8.136,5.001,41.3,97.731,False,,synthetic
2026-08-11 21:00:00,8.164,5.015,41.16,99.219,False,,synthetic
2026-08-11 22:00:00,8.145,5.011,40.98,97.697,False,,synthetic
2026-08-11 23:00:00,8.183,5.031,41.34,97.972,False,,synthetic
2026-08-12 00:00:00,8.246,5.011,52.59,112.667,False,,synthetic
2026-08-12 01:00:00,8.282,5.059,52.74,111.749,False,,synthetic
2026-08-12 02:00:00,8.277,5.104,53.09,110.306,False,,synthetic
2026-08-12 03:00:00,8.348,5.093,53.0,109.857,False,,synthetic
2026-08-12 04:00:00,8.334,5.093,53.07,113.186,False,,synthetic
2026-08-12 05:00:00,7.357,5.16,52.97,113.311,True,预设上游水位低值异常,synthetic
2026-08-12 06:00:00,8.402,5.143,51.9,110.875,False,,synthetic
2026-08-12 07:00:00,8.383,5.181,51.82,110.659,False,,synthetic
2026-08-12 08:00:00,8.369,5.187,51.16,108.212,False,,synthetic
2026-08-12 09:00:00,8.321,5.199,50.51,106.715,False,,synthetic
2026-08-12 10:00:00,8.294,5.225,51.09,108.176,False,,synthetic
2026-08-12 11:00:00,8.25,5.163,51.58,107.961,False,,synthetic
2026-08-12 12:00:00,8.248,5.172,51.97,107.956,False,,synthetic
2026-08-12 13:00:00,8.164,5.182,52.41,104.876,False,,synthetic
2026-08-12 14:00:00,8.132,5.145,53.15,106.573,False,,synthetic
2026-08-12 15:00:00,8.134,5.079,53.14,105.155,False,,synthetic
2026-08-12 16:00:00,8.075,5.065,52.67,108.468,False,,synthetic
2026-08-12 17:00:00,8.083,5.065,52.58,106.994,False,,synthetic
2026-08-12 18:00:00,8.061,5.045,52.18,107.501,False,,synthetic
2026-08-12 19:00:00,8.074,5.02,50.85,105.799,False,,synthetic
2026-08-12 20:00:00,8.057,5.013,51.05,107.119,False,,synthetic
2026-08-12 21:00:00,8.101,5.015,50.82,106.94,False,,synthetic
2026-08-12 22:00:00,8.133,5.005,50.72,107.928,False,,synthetic
2026-08-12 23:00:00,8.135,5.021,51.1,109.674,False,,synthetic
2026-08-13 00:00:00,8.194,5.035,51.46,108.241,False,,synthetic
2026-08-13 01:00:00,8.244,5.053,52.32,110.638,False,,synthetic
2026-08-13 02:00:00,8.313,5.069,52.97,113.319,False,,synthetic
2026-08-13 03:00:00,8.307,5.099,52.96,113.168,False,,synthetic
2026-08-13 04:00:00,8.37,5.106,53.15,111.562,False,,synthetic
2026-08-13 05:00:00,8.379,5.183,51.92,109.759,False,,synthetic
2026-08-13 06:00:00,8.362,5.161,52.29,111.609,False,,synthetic
2026-08-13 07:00:00,8.378,5.164,51.44,108.608,False,,synthetic
2026-08-13 08:00:00,8.375,5.173,50.84,110.272,False,,synthetic
2026-08-13 09:00:00,8.337,5.202,50.82,107.238,False,,synthetic
2026-08-13 10:00:00,8.297,5.192,51.07,108.53,False,,synthetic
2026-08-13 11:00:00,8.259,5.17,51.54,107.877,False,,synthetic
2026-08-13 12:00:00,8.18,5.152,51.77,107.892,False,,synthetic
2026-08-13 13:00:00,8.129,5.137,52.7,106.243,False,,synthetic
2026-08-13 14:00:00,8.14,5.141,52.76,51.855,True,预设流量低值异常,synthetic
2026-08-13 15:00:00,8.113,5.108,53.26,105.746,False,,synthetic
2026-08-13 16:00:00,8.045,5.081,52.78,106.8,False,,synthetic
2026-08-13 17:00:00,8.074,5.045,52.53,105.577,False,,synthetic
2026-08-13 18:00:00,8.052,5.026,52.08,106.421,False,,synthetic
2026-08-13 19:00:00,8.037,4.994,51.61,107.175,False,,synthetic
2026-08-13 20:00:00,8.089,5.009,51.14,106.136,False,,synthetic
2026-08-13 21:00:00,8.078,4.994,50.91,106.106,False,,synthetic
2026-08-13 22:00:00,8.115,5.029,50.67,106.406,False,,synthetic
2026-08-13 23:00:00,8.207,5.006,51.81,110.046,False,,synthetic
2026-08-14 00:00:00,8.19,5.002,51.76,108.84,False,,synthetic
2026-08-14 01:00:00,8.253,5.054,52.33,112.595,False,,synthetic
2026-08-14 02:00:00,8.297,5.092,53.0,111.781,False,,synthetic
2026-08-14 03:00:00,8.364,5.092,53.08,113.582,False,,synthetic
2026-08-14 04:00:00,8.357,5.122,53.01,112.881,False,,synthetic
2026-08-14 05:00:00,8.395,5.163,52.73,110.044,False,,synthetic
2026-08-14 06:00:00,8.375,5.151,52.12,109.315,False,,synthetic
2026-08-14 07:00:00,8.345,5.174,51.07,107.942,False,,synthetic
2026-08-14 08:00:00,8.378,5.197,51.21,110.895,False,,synthetic
2026-08-14 09:00:00,8.32,5.218,50.58,107.056,False,,synthetic
2026-08-14 10:00:00,8.331,5.219,51.48,109.22,False,,synthetic
2026-08-14 11:00:00,8.289,5.201,51.13,105.689,False,,synthetic
2026-08-14 12:00:00,8.26,5.172,51.66,107.733,False,,synthetic
2026-08-14 13:00:00,8.188,5.154,52.63,108.241,False,,synthetic
2026-08-14 14:00:00,8.141,5.118,52.86,106.581,False,,synthetic
2026-08-14 15:00:00,8.075,5.116,53.37,106.52,False,,synthetic
2026-08-14 16:00:00,8.115,5.078,52.85,107.575,False,,synthetic
2026-08-14 17:00:00,8.09,5.036,52.87,108.484,False,,synthetic
2026-08-14 18:00:00,8.076,5.061,51.74,107.305,False,,synthetic
2026-08-14 19:00:00,8.071,5.026,51.62,107.394,False,,synthetic
2026-08-14 20:00:00,8.112,4.992,50.99,107.395,False,,synthetic
2026-08-14 21:00:00,8.123,5.016,50.96,109.776,False,,synthetic
2026-08-14 22:00:00,8.158,4.991,51.25,109.942,False,,synthetic
2026-08-14 23:00:00,8.221,5.013,51.37,109.356,False,,synthetic
